start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,age,gender,education,beliefs_1,beliefs_2,beliefs_3,beliefs_4,beliefs_5,beliefs_6,beliefs_7,beliefs_8,beliefs_9,beliefs_10,beliefs_11,beliefs_12,beliefs_13,beliefs_14,beliefs_15,beliefs_16,beliefs_17,beliefs_18,beliefs_19,beliefs_20,beliefs_21,beliefs_22,beliefs_23,beliefs_24,beliefs_25,beliefs_26,beliefs_27,beliefs_28,beliefs_29,beliefs_30,beliefs_31,beliefs_32,beliefs_33,beliefs_34,beliefs_35,beliefs_36,beliefs_37,beliefs_38,beliefs_39,beliefs_40,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q11_9,q11_10,q11_11,q11_12,q11_13,q11_14,exposure_qual,q127_first_click,q127_last_click,q127_page_submit,q127_click_count,q43_2,q43_3,q43_1,q45_1,q45_4,q45_5,q45_6,q45_7,q46_1,q46_4,q46_5,q46_6,npi_1,npi_2,npi_3,npi_4,npi_5,npi_6,npi_7,npi_8,npi_9,npi_10,npi_11,npi_12,npi_13,npi_14,npi_15,npi_16,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,bdw_1,bdw_2,bdw_3,bdw_4,bdw_5,bdw_6,bdw_7,bdw_8,bdw_9,bdw_10,q89_1,q89_2,q89_3,q89_4,q89_5,q89_6,q27,prolific_pid,study_id,session_id,cam,climate,vax,condition
2021-07-29T04:03:20Z,2021-07-29T04:23:53Z,0,100,1233,1,2021-07-29T04:23:54Z,NA,anonymous,EN-GB,18,Female,2,5,4,4,4,4,2,4,5,5,5,5,6,3,7,5,4,4,4,7,7,6,5,7,4,2,1,4,5,6,6,6,2,6,2,1,4,2,2,5,1,1,1,1,1,2,1,1,2,2,1,3,3,3,2,"I think the type of person who wrote this disregards scientific evidence and subscribes to false scientific claims such as 'vaccinations cause autism'. Countless scientists, researchers and evidence from numerous decades clearly demonstrates that humans unsustainable lifestyle choices are causing mass emissions of CO2 and Methane which are heavily contributing to the dire changing climate situation.",8.167,177.729,182.322,7,100,100,90,100,100,90,90,20,9,10,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,2,2,4,2,2,4,4,4,4,3,5,4,2,2,1,2,2,5,1,5,4,5,5,2,1,2,2,4,2,4,2,4,3,4,2,NA,NA,NA,NA,4,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:02:08Z,2021-07-29T04:24:25Z,0,100,1336,1,2021-07-29T04:24:25Z,NA,anonymous,EN-GB,40,Female,3,5,4,2,3,3,3,3,4,4,4,5,3,1,5,5,3,2,4,4,5,4,4,6,2,3,1,3,2,5,4,5,2,2,2,3,4,4,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3,1,1,I think it is probably a conspiracy theorist type person that wrote it. You cannot deny the pollution and effect that the planet is experiencing e.g. melting ice caps because of humans,6.073,52.982,53.401,2,87,0,74,100,72,51,84,55,21,24,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,5,3,3,2,4,3,6,4,3,5,5,4,4,3,4,3,4,3,3,2,4,1,2,3,4,2,2,4,3,4,4,3,2,2,2,1,2,2,NA,NA,NA,NA,4,6,4,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:15:43Z,2021-07-29T04:24:32Z,0,100,529,1,2021-07-29T04:24:32Z,NA,anonymous,EN-GB,24,female,3,6,7,5,5,1,7,7,7,7,6,2,7,7,7,1,7,2,1,1,5,2,2,7,7,2,3,7,3,7,7,2,7,7,7,7,1,6,7,7,1,6,1,1,4,1,1,4,7,6,7,7,7,7,7,this person clearly doesn't believe in climate change & is probably an older person.....older people don't seem to believe in climate change,8.022,87.426,96.452,11,100,0,100,100,100,100,100,100,9,9,10,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,4,5,3,3,3,4,3,3,2,5,5,4,4,4,4,4,4,2,5,2,2,2,5,1,3,3,5,2,1,4,2,3,3,4,2,2,2,2,5,2,NA,NA,NA,NA,7,7,1,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:05:30Z,2021-07-29T04:24:54Z,0,100,1164,1,2021-07-29T04:24:55Z,NA,anonymous,EN-GB,24,Male,5,1,4,4,3,3,2,1,1,3,2,2,5,1,5,1,2,2,3,6,4,4,4,6,1,2,1,1,4,1,1,1,4,4,2,1,4,1,2,1,1,1,1,1,1,2,3,3,3,4,4,4,3,3,2,"Unwell-educated or he aims to bring a trend that makes people doubt something, like the government and some official organizations.",6.816,149.659,174.249,9,30,76,31,98,100,98,79,94,12,6,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,3,3,2,1,3,1,2,4,1,1,2,3,2,2,4,2,4,3,2,4,4,4,1,4,2,2,2,2,1,3,1,1,3,2,1,2,3,2,1,NA,NA,NA,NA,4,6,6,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T03:05:19Z,2021-07-29T04:25:08Z,0,100,4788,1,2021-07-29T04:25:08Z,NA,anonymous,EN-GB,18,Female,2,5,5,4,5,4,4,5,5,4,4,4,6,4,6,6,4,4,4,4,3,5,4,6,4,3,4,4,2,6,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,"An owner of a long owned medication company who is tweeting that alternative to medicines are ineffective to keep consumers purchasing their product. This person uses the term medical establishment to give authority over this statement or tweet, making audiences more inclined to believe that medication is the way to go not other remedies such as mediation or yoga for example.",29.883,280.114,280.906,11,70,65,32,51,49,52,51,0,53,49,46,50,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,2,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,2,4,3,1,4,3,3,3,3,3,3,3,3,4,3,3,4,2,4,4,NA,NA,NA,NA,5,6,4,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T04:08:05Z,2021-07-29T04:25:29Z,0,100,1043,1,2021-07-29T04:25:29Z,NA,anonymous,EN-GB,40,Female,5,7,6,7,5,6,4,7,7,4,7,7,7,3,7,6,6,5,7,7,6,5,7,7,5,5,4,6,7,7,4,3,7,5,4,4,4,4,4,7,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,This person is in denial about what’s going on around them. A completely uneducated statement. Just google “climate change” and u will eat your words!,60.883,176.976,178.399,17,100,100,100,100,100,100,100,100,8,7,51,7,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,4,4,5,2,3,3,3,1,6,6,6,4,4,4,4,3,4,4,4,4,2,4,4,1,2,3,3,2,3,4,3,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,6,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:08:40Z,2021-07-29T04:25:30Z,0,100,1010,1,2021-07-29T04:25:31Z,NA,anonymous,EN-GB,34,Female,5,3,5,2,5,2,1,1,4,5,2,2,6,1,6,6,3,1,2,7,7,6,2,7,1,1,1,2,4,6,5,6,1,2,1,1,1,5,2,2,1,2,1,1,2,2,2,2,2,4,4,2,2,2,4,"Seems like someone that needs to educate themselves further, and maybe back up huge statements like this with at least some evidence (peer reviewed journals, preferably meta-analyses)",11.529,11.529,108.047,1,100,100,100,70,30,100,100,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,2,1,1,3,1,1,3,3,3,2,3,3,2,2,1,1,3,2,1,1,2,2,1,2,4,2,2,2,3,5,4,2,2,3,2,NA,NA,NA,NA,5,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:03:14Z,2021-07-29T04:26:19Z,0,100,1385,1,2021-07-29T04:26:20Z,NA,anonymous,EN-GB,20,Female,2,6,6,5,5,3,5,1,7,4,7,1,7,7,5,5,5,2,5,6,5,4,3,7,2,2,1,2,5,2,5,2,4,2,2,5,4,5,5,5,1,3,2,1,2,3,2,4,3,4,3,4,5,4,4,This person either supports alternative medicines and is attempting to reveal the “hidden” side of the medical establishment or sides with the medical establishment and sees alternative medicines as fake and not necessary for health purposes.,46.515,209.109,209.784,8,71,55,65,50,63,60,50,30,40,39,42,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3,3,4,4,3,3,6,4,6,3,3,4,5,5,4,4,4,5,4,3,5,3,4,1,3,4,4,2,2,4,1,3,1,3,2,2,3,2,4,5,NA,NA,NA,NA,6,7,6,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T04:05:47Z,2021-07-29T04:27:07Z,0,100,1279,1,2021-07-29T04:27:08Z,NA,anonymous,EN-GB,25,Female,2,7,3,3,4,3,3,4,5,4,5,5,5,2,7,4,3,1,5,6,6,5,4,5,1,4,1,4,2,3,2,4,1,1,2,3,2,4,3,3,1,2,2,2,2,3,3,3,2,4,4,3,3,3,2,"I disagree with this statement, it’s much more risky to not have a vaccination so help prevent healthcare problems later in life. I think this person is probably not entirely educated in the full details of how some vaccines work and end results after testing has been done.",3.63,60.545,148.363,4,83,20,49,68,68,56,39,3,27,50,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,4,2,2,2,3,2,3,5,3,4,3,2,3,4,6,4,4,4,3,5,1,5,4,4,4,2,3,4,2,4,3,5,3,5,2,2,1,NA,NA,NA,NA,3,5,6,Vaccinations
2021-07-29T04:12:51Z,2021-07-29T04:27:57Z,0,100,905,1,2021-07-29T04:27:57Z,NA,anonymous,EN-GB,24,Female,6,4,3,1,5,2,1,1,4,3,3,3,6,1,5,5,3,1,3,7,6,7,3,7,1,1,1,3,4,3,5,5,2,2,2,1,1,4,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,"I believe in the benefit of modern medicine and its proven effectiveness, there is evidence of past misconduct by scientists and drug companies (e.g. testing levels of oestrogen on poorer women in the 20th century for birth control), however I believe the person who wrote this tweet is likely a conspiracy theorist rather than an informed critic of medical science.",7.031,100.343,109.107,2,29,67,58,100,82,100,100,91,16,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,1,2,3,2,3,2,2,2,3,2,3,2,2,2,1,1,1,1,1,2,4,1,3,4,2,1,2,3,5,3,2,2,5,2,3,4,NA,NA,NA,NA,3,7,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T04:13:03Z,2021-07-29T04:28:14Z,0,100,910,1,2021-07-29T04:28:14Z,NA,anonymous,EN-GB,38,Female,2,1,2,2,3,1,2,1,3,5,2,2,6,1,7,6,3,2,4,7,6,6,1,7,1,2,1,2,5,3,5,5,2,2,1,1,2,5,1,1,1,2,2,2,2,2,2,3,3,4,4,4,3,2,2,I think the person is a wannabe scientist who reads a few science papers and decides he is an expert,10.73,10.73,47.441,1,100,15,70,80,100,100,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,2,4,1,4,1,4,4,3,2,4,1,5,2,7,5,4,2,4,5,NA,NA,NA,NA,2,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:20:48Z,2021-07-29T04:29:27Z,0,100,518,1,2021-07-29T04:29:27Z,NA,anonymous,EN-GB,23,Male,5,6,5,4,5,4,5,3,6,4,5,5,7,6,7,7,6,5,6,7,6,4,5,6,1,3,4,4,4,6,4,5,4,4,5,4,3,2,5,5,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,"I feel that this statement is incorrect, there is certainly some evidence that humans are contributing to climate change, but definitely not conclusive evidence that humans are the one and main cause of climate change. I feel indifferent about the author, he/she is entitled to their own opinion, as it is just a tweet, anyone can say anything.",2.112,10.175,82.035,7,92,74,90,35,86,18,57,0,50,50,50,50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,4,3,5,4,3,3,4,2,3,2,4,2,4,3,3,5,5,4,4,3,5,5,1,3,5,5,3,4,4,3,5,4,5,7,5,7,6,2,6,NA,NA,NA,NA,5,6,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:17:15Z,2021-07-29T04:29:45Z,0,100,749,1,2021-07-29T04:29:45Z,NA,anonymous,EN-GB,22,Female,2,6,3,5,3,3,2,1,5,3,5,5,6,2,5,5,2,4,3,7,7,6,4,7,1,1,1,3,2,2,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,4,3,4,4,3,2,2,4,"I think this person is a victim of mis-education.  There is plenty of convincing evidence supporting the claim that humans are causing irreversible damage to the environment, including climate change.  People who flaunt their opinions like this are not looking to be educated or to have an open conversation with the issue the've raised, they are either looking for a fight or looking for reassurance from other miseducated people.",5.847,188.29,205.757,6,100,5,80,100,20,20,45,5,30,30,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,2,5,2,3,2,5,4,5,4,2,3,4,3,2,3,3,3,2,2,3,2,2,1,4,2,3,2,2,3,4,3,5,3,5,4,6,2,2,3,NA,NA,NA,NA,3,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:14:38Z,2021-07-29T04:30:14Z,0,100,935,1,2021-07-29T04:30:14Z,NA,anonymous,EN-GB,18,Female,2,6,5,4,5,4,3,2,5,5,6,3,5,1,5,5,4,3,4,7,7,7,4,7,1,2,1,2,7,3,7,5,2,6,1,1,4,5,6,7,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,"A person who believes in conspiracies, and likes to think there are larger organisations behind individual decisions. The tweet has some truth to it but is worded in a way to appear aggressive and patronising.",11.3,11.3,69.745,1,65,35,60,50,50,50,50,0,50,40,35,30,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,4,2,3,4,3,2,2,1,3,1,1,3,4,4,4,4,4,4,2,1,2,2,2,2,1,3,3,3,3,1,1,2,2,4,2,4,2,5,1,5,2,NA,NA,NA,NA,5,7,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T04:15:43Z,2021-07-29T04:30:26Z,0,100,882,1,2021-07-29T04:30:26Z,NA,anonymous,EN-GB,20,Male,2,7,4,4,7,3,3,1,4,1,4,5,7,2,6,6,5,1,4,7,7,7,2,5,1,5,1,2,5,4,3,3,2,3,1,2,1,5,3,3,4,1,1,1,1,1,1,2,2,1,1,3,3,3,3,Someone uneducated who refuses to open their viewpoint probably wrote this. I think people who hold strong negative opinions like this often refuse to change their mind when presented something different to their current beliefs.,15.788,68.11,92.16,5,75,100,80,76,50,50,30,0,50,65,75,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,4,4,5,2,2,1,2,3,1,1,2,3,3,3,3,3,2,2,2,2,2,3,1,4,3,4,5,3,2,4,2,5,4,6,3,4,2,3,6,NA,NA,NA,NA,4,5,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:15:55Z,2021-07-29T04:30:36Z,0,100,881,1,2021-07-29T04:30:36Z,NA,anonymous,EN-GB,28,Female,5,5,4,4,5,3,5,3,4,2,3,2,5,5,6,5,4,3,4,6,5,6,3,7,2,3,2,3,6,4,3,2,1,2,1,2,1,7,4,3,2,3,2,2,2,4,3,3,3,3,3,4,4,3,3,I think the person who authored it is not a scientist or practices these alternative medicines and hence has an agenda in promoting it. I think the tweet can be more specific instead of grouping everyone into a single group.,5.859,74.588,77.542,2,93,25,60,71,22,46,51,0,51,29,55,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,3,2,5,5,3,3,4,4,4,4,3,3,3,1,3,2,2,3,1,4,4,2,4,4,3,2,2,3,2,2,2,5,2,2,5,NA,NA,NA,NA,4,7,6,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T04:16:08Z,2021-07-29T04:33:51Z,0,100,1062,1,2021-07-29T04:33:51Z,NA,anonymous,EN-GB,21,Male,2,4,3,3,5,3,3,1,2,3,1,2,7,1,7,3,4,1,4,7,6,7,1,7,1,1,1,2,7,7,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,"This person is clearly unable to do proper erase arch in this subject, and believe they need to spread their message. In their message, they provide no back up argument or evidence for their statement",14.559,62.676,65.657,3,100,100,100,100,100,100,100,50,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,1,1,3,2,5,2,2,2,4,4,3,4,4,4,2,2,2,2,2,2,1,5,1,1,5,4,1,5,3,5,2,5,4,2,2,2,4,NA,NA,NA,NA,3,7,7,Vaccinations
2021-07-29T04:18:20Z,2021-07-29T04:34:54Z,0,100,993,1,2021-07-29T04:34:56Z,NA,anonymous,EN-GB,22,Woman,2,6,5,4,6,5,5,5,5,6,5,7,6,4,6,4,5,4,4,7,7,7,5,7,2,4,2,4,4,4,6,6,3,4,1,1,4,4,5,5,2,1,1,1,1,2,1,2,2,2,2,3,3,2,3,"It seems quite silly as whether or not you believe humans are causing climate change, there is a significant amount of evidence that is quite convincing",5.069,68.897,70.3,3,100,62,76,85,62,58,62,44,57,79,84,100,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2,1,2,2,2,1,1,3,2,1,2,2,3,4,2,4,3,3,2,1,2,1,2,2,1,4,3,4,5,2,1,3,1,5,3,2,2,5,2,4,2,NA,NA,NA,NA,5,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:15:47Z,2021-07-29T04:35:18Z,0,100,1170,1,2021-07-29T04:35:18Z,NA,anonymous,EN-GB,18,Female,1,6,6,5,6,5,5,5,5,4,6,2,6,3,7,3,6,6,5,6,6,5,5,6,5,5,3,2,2,1,3,3,2,3,3,5,4,4,5,5,1,2,1,1,2,2,1,1,1,2,2,2,4,2,1,"There is convincing evidence as post industrial revolution (human caused revolution), the amount of greenhouse gases within the earth.",6.536,147.186,151.459,11,81,86,88,100,75,83,78,91,22,19,10,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,4,2,5,5,4,3,2,3,5,5,3,2,5,5,4,3,5,4,5,6,4,5,2,3,1,2,2,5,2,2,4,2,2,4,4,3,3,5,5,5,3,NA,NA,NA,NA,6,6,6,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:08:06Z,2021-07-29T04:35:44Z,0,100,1657,1,2021-07-29T04:35:44Z,NA,anonymous,EN-GB,24,Female,6,6,5,5,6,6,2,4,4,4,5,4,6,5,6,5,5,3,4,7,7,6,5,6,6,1,3,5,4,4,4,4,4,2,2,3,1,7,2,2,1,2,2,2,2,3,2,2,2,3,3,3,3,2,3,"Conventional medicine is practised in nearly all hospitals around the world and it is visible to the general public, there is evidence-based research and treatments that justify its efficacy. Benefits of alternative medicines are not openly discussed but there are benefits and where conventional medicine fails doctors do recommend the patient try alternatives.",13.074,472.415,474.285,50,80,10,60,20,20,10,10,30,20,30,50,50,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,3,5,5,4,3,3,4,4,5,4,4,4,4,4,4,4,4,2,2,2,2,3,3,1,4,2,4,4,2,3,4,3,3,3,2,2,5,4,4,3,NA,NA,NA,NA,5,6,7,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T04:25:13Z,2021-07-29T04:38:58Z,0,100,824,1,2021-07-29T04:38:58Z,NA,anonymous,EN-GB,55,Female,6,2,5,6,3,2,4,1,5,6,6,6,7,1,7,7,7,5,3,7,6,7,3,7,2,3,1,3,6,4,3,5,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,"This tweet is too risky and ineffective to be given public airing! It's a dangerous piece of misinformation lacking in evidentiary support. Vaccines have been conclusively demonstrated to prevent serious childhood illnesses while negatively impacting a very small proportion of recipients. The benefits of vaccines, for children as well a adults, far outweigh the risks.",6.516,6.516,86.744,1,100,100,93,50,50,100,90,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,2,1,1,2,4,4,4,4,4,4,4,3,3,2,4,2,2,2,2,2,2,1,5,2,2,5,2,1,5,2,5,2,2,2,2,1,2,2,NA,NA,NA,NA,5,7,7,Vaccinations
2021-07-29T04:26:50Z,2021-07-29T04:40:05Z,0,100,795,1,2021-07-29T04:40:06Z,NA,anonymous,EN-GB,18,Male,2,7,6,5,5,4,5,5,6,6,7,2,7,4,7,5,7,4,6,7,6,5,4,7,2,4,3,2,3,3,5,5,1,7,1,5,4,6,7,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I believe vaccines are vital for one's health, at any age (with the appropriate doses) given the world we live in today. The author either does not have children themselves (therefore they do not understand the personal impact of the debate), or they have not done accurate research and consideration of both sides.",2.401,2.401,109.971,1,100,86,94,100,88,96,98,40,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,1,1,2,1,1,1,2,3,2,2,3,3,3,4,4,3,3,3,5,1,4,2,2,3,1,2,3,1,4,4,2,1,1,2,2,2,NA,NA,NA,NA,6,7,7,Vaccinations
2021-07-29T04:29:13Z,2021-07-29T04:41:46Z,0,100,753,1,2021-07-29T04:41:46Z,NA,anonymous,EN-GB,19,female,2,5,3,3,6,3,2,1,2,3,3,1,4,1,5,6,3,3,5,6,6,5,3,7,3,2,2,3,4,5,3,3,2,3,2,2,2,4,2,1,3,2,2,1,1,1,1,4,4,4,4,4,4,3,3,"This tweet is written by someone that either is misinformed about vaccinations, or is politically conservative. Vaccines have proven to be effective for generations and have even wiped out diseases such as polio. While all vaccines pose some amount of risk, we must weigh these risks against the risks of contracting and further spreading deadly diseases, especially among young children.",6.114,199.634,203.082,2,85,83,82,83,83,84,85,61,9,4,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,2,2,1,1,1,2,2,2,5,2,2,4,4,4,4,2,2,2,2,2,4,2,2,1,3,4,3,3,2,3,2,4,4,4,2,5,6,4,5,2,NA,NA,NA,NA,3,7,6,Vaccinations
2021-07-29T04:33:05Z,2021-07-29T04:43:02Z,0,100,596,1,2021-07-29T04:43:02Z,NA,anonymous,EN-GB,30,Female,2,7,6,4,7,4,6,5,5,4,5,3,5,2,7,4,4,3,6,5,7,5,5,6,3,4,2,4,1,5,4,4,4,7,5,4,4,5,5,5,4,2,1,1,2,1,1,1,3,3,3,3,2,3,3,I understand children are only young and their bodies can't handle things as adults but these thing have been generally tested and are know to be safe. The person who write this might be an anti Vaxer,13.375,13.375,72.679,1,73,21,71,92,81,100,17,28,41,28,48,51,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,5,3,3,4,4,NA,2,4,3,5,4,3,3,4,5,3,4,6,3,2,4,3,5,3,4,3,4,5,4,1,4,3,3,3,4,2,2,2,2,1,1,NA,NA,NA,NA,6,6,5,Vaccinations
2021-07-29T04:28:38Z,2021-07-29T04:44:22Z,0,100,944,1,2021-07-29T04:44:22Z,NA,anonymous,EN-GB,36,Female,6,7,7,5,7,4,7,7,7,4,7,7,7,7,7,7,7,4,7,4,7,4,7,7,4,4,4,4,4,7,4,7,1,4,1,4,1,7,1,5,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,I do not think this is accurate as there are many modalities that can improve health and different approaches work for different conditions and different people. I think perhaps the person who wrote this might be a closed minded doctor as not all doctors are open to the benefits of other healing modalities that aren't the Western medical model.,8.992,8.992,127.371,1,100,100,100,100,100,49,100,100,50,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,6,1,3,1,1,2,3,1,4,1,5,1,1,1,1,1,3,1,NA,NA,NA,NA,7,7,4,Alternative Medicines (e.g. Herbal Remedies)
2021-07-29T04:20:44Z,2021-07-29T04:44:27Z,0,100,1423,1,2021-07-29T04:44:28Z,NA,anonymous,EN-GB,21,female,2,3,3,3,5,2,2,1,4,5,4,2,5,1,5,7,4,1,3,7,6,6,4,7,3,2,1,3,5,3,7,5,2,2,2,1,1,6,3,3,2,1,1,1,1,2,1,4,3,4,4,3,3,4,4,"I disagree, they are tested rigorously and have been proven to prevent disease in early life. Someone who would tweet this would not have done much proper research and doesn't know about the history of vaccinations.",4.001,366.063,391.488,10,70,50,70,0,0,4,10,0,30,33,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,2,1,1,1,1,1,1,3,4,3,4,1,1,2,2,1,1,6,2,1,5,2,1,5,2,2,3,2,5,4,3,2,2,5,2,3,NA,NA,NA,NA,3,7,7,Vaccinations
2021-07-29T04:22:07Z,2021-07-29T04:46:04Z,0,100,1436,1,2021-07-29T04:46:04Z,NA,anonymous,EN-GB,18,Female,2,6,5,5,2,5,2,5,6,6,5,4,7,2,5,5,7,3,5,7,7,7,6,7,2,4,2,3,1,3,4,2,5,6,1,2,1,3,7,6,5,1,1,1,1,1,1,2,2,1,1,1,1,1,2,"I feel that the ideas conveyed in this post are false as there is scientific and factual evidence that humans are a major factor in causing climate change. I think the wasteful nature that humans have developed are one of the main causes, things like the use of single-use plastics, fast fashion, and the rapid evolving trends that heavily influence cultures and beliefs.I also think that the human race has become more greedy over time as we can never have enough, whether that being food (overfishing/over-farming), clothes, deforestation etc.,  it just produces more waste and destroys ecosystems. And most of the world's population still uses fossil fuels for electricity and petrol for cars, and the reluctance to switch over the more eco-friendly options is really contributing to the deterioration of the climate. I think that the person who wrote this tweet is either ignorant to what is actually going on, or is selfish and is not willing to change their ways.",6.558,371.147,528.522,10,100,100,70,100,100,100,100,75,6,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,2,3,2,3,3,3,3,3,4,5,6,4,5,4,4,3,4,3,4,1,4,1,5,4,1,4,2,1,1,3,3,1,6,4,6,2,4,4,NA,NA,NA,NA,5,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:25:25Z,2021-07-29T04:47:07Z,0,100,1301,1,2021-07-29T04:47:07Z,NA,anonymous,EN-GB,22,Female,2,4,3,2,2,1,3,2,3,5,3,3,5,1,6,5,4,2,4,7,3,7,2,7,2,3,2,4,3,4,2,4,1,5,1,2,1,2,5,4,1,1,2,1,1,1,1,1,1,2,2,3,3,1,1,"I think the person who wrote this tweet hasn't done proper (or any) research on the topic and has likely gotten this information from mainstream media, and they may be the type of person to post controversial things to start arguments. The tweet is false as there is plenty of evidence that humans contribute to climate change.",24.209,144.749,178.911,2,100,100,100,100,80,75,100,40,50,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,2,2,2,4,3,3,2,2,4,4,4,5,3,4,3,2,3,1,2,3,1,4,3,5,4,2,2,2,4,5,3,5,5,6,3,2,6,NA,NA,NA,NA,3,7,7,Anthropogenic (Human Caused) Climate Change
2021-07-29T04:34:33Z,2021-07-29T04:47:26Z,0,100,772,1,2021-07-29T04:47:27Z,NA,anonymous,EN-GB,29,Female,5,7,5,5,6,6,6,1,5,4,6,2,5,1,6,6,7,6,5,7,6,7,6,7,2,2,2,4,1,4,2,2,1,2,1,3,4,1,4,1,1,1,1,1,1,3,3,3,3,3,3,3,4,3,3,I think the medical establishment is basing their findings from science backed research. Alternative medicines could be somewhat effective but cannot be scientifically proven to be effective. The type of person would authored it would be someone who has never needed or witnessed standard medical and what it can do and how it is needed for some people.,1.778,126.333,127.623,13,92,77,100,0,0,0,82,0,50,50,81,100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,4,4,1,2,3,3,2,2,2,2,3,4,2,2,2,2,4,4,2,2,2,1,4,2,2,2,4,3,4,2,5,2,5,1,1,5,2,1,NA,NA,NA,NA,5,7,7,Alternative Medicines (e.g. Herbal Remedies)
